Source,Target,Effect,Type,PMID,data_source
"DNM2","GRB2","0","Binding","15834155","axel_ppi"
"DNM2","GRB2","0","Binding","19380743","axel_ppi"
"SRCIN1","BCAR1","0","Binding","14657239","axel_ppi"
"CAV1","ITGB7","0","Binding","10592173","axel_ppi"
"SHC1","ABL1","0","Binding","10194451","axel_ppi"
"PTPN1","CAPN2","0","Binding","9407132","axel_ppi"
"ARHGEF7","PAK1","0","Binding","20936779","axel_ppi"
"PTPN1","CAPN2","0","Binding","9470132","axel_ppi"
"ARHGEF7","PAK1","0","Binding","16407834","axel_ppi"
"ARHGEF7","PAK1","+","Binding","9726964","axel_ppi"
"ARHGEF7","PAK1","+","Binding","11096073","axel_ppi"
"EZR","PALLD","0","Binding","11598191","axel_ppi"
"SRC","PIK3CA","+","Binding","10592173","axel_ppi"
"ITGA5","NRP1","0","Binding","19175293","axel_ppi"
"SRC","PIK3CA","0","Binding","10830300","axel_ppi"
"LPXN","PTK2","0","Binding","21900206","axel_ppi"
"PARVA","PARVB","0","Binding","26186194","axel_ppi"
"VAV2","RHOA","+","Binding","10592173","axel_ppi"
"PIK3CA","NEDD9","0","Binding","18624398","axel_ppi"
"PRKACA","PDPK1","0","Binding","10698939","axel_ppi"
"ARHGEF7","PAK1","0","Binding","16492808","axel_ppi"
"ARHGEF7","PAK1","0","Binding","11157752","axel_ppi"
"ARHGEF7","PAK1","0","phosphorylation","10592173","axel_ppi"
"ARHGEF7","PAK1","0","Binding","16101281","axel_ppi"
"ARHGEF7","PAK1","+","Binding","9659915","axel_ppi"
"ARHGEF7","PAK1","0","Binding","16628223","axel_ppi"
"ARHGEF7","PAK1","0","Binding","17392278","axel_ppi"
"RHOA","PAK1","0","Binding","18541910","axel_ppi"
"MAPK1","ITGB6","0","Binding","11857080","axel_ppi"
"PRKCA","CBL","0","Binding","10358153","axel_ppi"
"CAV1","ITGB4","0","Binding","10592173","axel_ppi"
"AKT1","SRC","0","Binding","18283331","axel_ppi"
"CBL","PTPRO","0","Binding","19167335","axel_ppi"
"SRCIN1","CTTN","0","Binding","19146815","axel_ppi"
"NF2","SDCBP","0","Binding","11891216","axel_ppi"
"PTK2","ITGB7","+","Binding","10592173","axel_ppi"
"PRKACA","SRC","0","Binding","11804588","axel_ppi"
"SRC","LYN","0","Binding","18070987","axel_ppi"
"SRC","LYN","0","Binding","9169421","axel_ppi"
"LIMK1","PAK1","0","Binding","11413130","axel_ppi"
"CBL","ABL1","0","Binding","14604282","axel_ppi"
"CBL","ABL1","0","Binding","19823681","axel_ppi"
"CBL","ABL1","0","Binding","15556646","axel_ppi"
"CBL","ABL1","0","Binding","19380743","axel_ppi"
"CBL","ABL1","0","Binding","16955467","axel_ppi"
"CBL","ABL1","0","Binding","11494134","axel_ppi"
"CBL","ABL1","0","Binding","10391678","axel_ppi"
"LIMK1","PAK1","+","phosphorylation","10592173","axel_ppi"
"CBL","ABL1","0","Binding","10829062","axel_ppi"
"PTEN","PXN","0","Binding","11857088","axel_ppi"
"ITGB1","ITGA4","0","Binding","9685391","axel_ppi"
"GAB1","SHC1","0","Binding","10871282","axel_ppi"
"GAB1","SHC1","0","Binding","11707404","axel_ppi"
"ITGB1","ITGA4","0","Binding","10464311","axel_ppi"
"GAB1","SHC1","0","Binding","9804835","axel_ppi"
"ITGB1","ITGA4","0","Binding","1542691","axel_ppi"
"ITGB1","ITGA4","0","Binding","20159608","axel_ppi"
"ITGB1","ITGA4","0","Binding","7517944","axel_ppi"
"ITGB1","ITGA4","0","Binding","7523506","axel_ppi"
"ITGB1","ITGA4","0","Binding","10694445","axel_ppi"
"GRB2","INPPL1","0","Binding","19380743","axel_ppi"
"ITGB6","PRKCA","0","Binding","10592173","axel_ppi"
"PPM1F","ARHGEF7","0","Binding","11864573","axel_ppi"
"PTK2B","PTPN6","0","Binding","10521452","axel_ppi"
"PTPN11","GAB1","0","Binding","11027663","axel_ppi"
"PAK1","RHOA","0","Binding","18541910","axel_ppi"
"PTPN11","GAB1","0","Binding","18577518","axel_ppi"
"PTPN11","GAB1","+","Binding","10592173","axel_ppi"
"PTPN11","GAB1","0","Binding","12855672","axel_ppi"
"PTPN11","GAB1","0","Binding","20308328","axel_ppi"
"PTPN11","GAB1","0","Binding","14665621","axel_ppi"
"PTPN11","GAB1","0","Binding","11323411","axel_ppi"
"PTPN11","GAB1","0","Binding","14701753","axel_ppi"
"PTPN11","GAB1","0","Binding","11453982","axel_ppi"
"ARPC2","CORO1B","0","Binding","17350576","axel_ppi"
"PTPN11","GAB1","0","Binding","11278704","axel_ppi"
"PTPN11","GAB1","0","Binding","11940581","axel_ppi"
"PTPN11","GAB1","0","Binding","9658397","axel_ppi"
"PTPN11","GAB1","0","Binding","15574420","axel_ppi"
"PTPN11","GAB1","0","Binding","9804835","axel_ppi"
"PLAUR","FYN","0","Binding","9417082","axel_ppi"
"PTK2B","PTPN6","0","Binding","10747947","axel_ppi"
"STAT3","SYK","0","Binding","21516116","axel_ppi"
"PTK2","NRP1","0","Binding","18464795","axel_ppi"
"ITGB8","PRKCA","0","Binding","10592173","axel_ppi"
"CBL","ACTN1","0","Binding","19380743","axel_ppi"
"ILK","LRP1","0","Binding","23612611","axel_ppi"
"ABL1","SOS1","0","Binding","8112292","axel_ppi"
"NEDD9","CRKL","+","Binding","10592173","axel_ppi"
"ITGAX","ITGB2","0","Binding","20033057","axel_ppi"
"VCL","ABI2","0","Binding","16189514","axel_ppi"
"GRB2","GAB1","0","Binding","11314042","axel_ppi"
"GRB2","GAB1","0","Binding","9804835","axel_ppi"
"GRB2","GAB1","0","Binding","11445578","axel_ppi"
"GRB2","GAB1","+","Binding","10592173","axel_ppi"
"GRB2","GAB1","0","Binding","22536782","axel_ppi"
"GRB2","INPP5D","0","Binding","8723348","axel_ppi"
"GRB2","GAB1","0","Binding","10871282","axel_ppi"
"GRB2","INPP5D","0","Binding","22267732","axel_ppi"
"GRB2","INPP5D","0","Binding","10068665","axel_ppi"
"SHC1","GRB2","0","Binding","9927207","axel_ppi"
"MAPK8","MSN","0","Binding","15659383","axel_ppi"
"ARHGEF2","PLCG1","0","Binding","19805522","axel_ppi"
"GNB2L1","SRC","0","Binding","11279199","axel_ppi"
"PTPN1","CRK","0","Binding","8940134","axel_ppi"
"GRB2","GAB1","0","Binding","10913131","axel_ppi"
"GRB2","GAB1","0","Binding","11027663","axel_ppi"
"GRB2","GAB1","0","Binding","19523899","axel_ppi"
"ABL1","SHC1","0","Binding","8112292","axel_ppi"
"ABL1","SHC1","+","phosphorylation","10592173","axel_ppi"
"ABL1","SHC1","0","Binding","8617726","axel_ppi"
"ABL1","SHC1","0","Binding","19380743","axel_ppi"
"ABL1","SHC1","0","Binding","10194451","axel_ppi"
"PKD1","ACTB","0","Binding","17707375","axel_ppi"
"CAPN2","PTPN1","0","Binding","9407132","axel_ppi"
"CAPN2","PTPN1","0","Binding","9470132","axel_ppi"
"PXN","ITGB3","0","Binding","11683411","axel_ppi"
"PXN","CTTN","0","Binding","15719014","axel_ppi"
"GRB2","GAB1","0","Binding","20005866","axel_ppi"
"GRB2","GAB1","0","Binding","19380743","axel_ppi"
"GRB2","GAB1","0","Binding","20936779","axel_ppi"
"GRB2","GAB1","0","Binding","9242692","axel_ppi"
"GRB2","GAB1","0","Binding","11960376","axel_ppi"
"SHC1","GRB2","0","Binding","9045692","axel_ppi"
"RHOU","NCK2","0","colocalization","15350535","axel_ppi"
"SHC1","GRB2","0","Binding","11302736","axel_ppi"
"SHC1","GRB2","0","Binding","10049786","axel_ppi"
"SHC1","GRB2","0","Binding","12577067","axel_ppi"
"SHC1","GRB2","0","Binding","9126968","axel_ppi"
"SHC1","GRB2","0","Binding","7514169","axel_ppi"
"SHC1","GRB2","0","Binding","10080542","axel_ppi"
"SHC1","GRB2","0","Binding","10570290","axel_ppi"
"SHC1","GRB2","0","Binding","8621719","axel_ppi"
"SHC1","GRB2","0","Binding","20697350","axel_ppi"
"SHC1","GRB2","0","Binding","18273058","axel_ppi"
"SHC1","GRB2","0","Binding","11827484","axel_ppi"
"SHC1","GRB2","0","Binding","8940013","axel_ppi"
"SHC1","GRB2","0","Binding","23178716","axel_ppi"
"SHC1","GRB2","0","Binding","9544989","axel_ppi"
"SHC1","GRB2","0","Binding","7529871","axel_ppi"
"SHC1","GRB2","0","Binding","8995379","axel_ppi"
"SHC1","GRB2","0","Binding","12213123","axel_ppi"
"SHC1","GRB2","0","Binding","15688026","axel_ppi"
"SHC1","GRB2","0","Binding","10749687","axel_ppi"
"SHC1","GRB2","0","Binding","9886492","axel_ppi"
"SHC1","GRB2","0","Binding","9199344","axel_ppi"
"SHC1","GRB2","0","Binding","7524086","axel_ppi"
"SHC1","GRB2","0","Binding","10477741","axel_ppi"
"SHC1","GRB2","0","Binding","11707404","axel_ppi"
"SHC1","GRB2","0","Binding","8939605","axel_ppi"
"SHC1","GRB2","0","Binding","9254595","axel_ppi"
"SHC1","GRB2","0","Binding","16520382","axel_ppi"
"SHC1","GRB2","0","Binding","9175774","axel_ppi"
"SHC1","GRB2","0","Binding","17673906","axel_ppi"
"SHC1","GRB2","0","Binding","8663178","axel_ppi"
"SHC1","GRB2","0","Binding","17314098","axel_ppi"
"SHC1","GRB2","0","Binding","8524223","axel_ppi"
"SHC1","GRB2","0","Binding","9252386","axel_ppi"
"SHC1","GRB2","0","Binding","12485888","axel_ppi"
"SHC1","GRB2","0","Binding","15812354","axel_ppi"
"SHC1","GRB2","0","Binding","9434624","axel_ppi"
"SHC1","GRB2","0","Binding","11964172","axel_ppi"
"SHC1","GRB2","0","Binding","12441060","axel_ppi"
"SHC1","GRB2","0","Binding","8112292","axel_ppi"
"SHC1","GRB2","0","Binding","9129019","axel_ppi"
"SHC1","GRB2","0","Binding","8950973","axel_ppi"
"SHC1","GRB2","0","Binding","15341520","axel_ppi"
"SHC1","GRB2","0","Binding","16436051","axel_ppi"
"SHC1","GRB2","0","Binding","11782427","axel_ppi"
"SHC1","GRB2","0","Binding","1465135","axel_ppi"
"SHC1","GRB2","0","Binding","8114695","axel_ppi"
"SHC1","GRB2","0","Binding","8808684","axel_ppi"
"SHC1","GRB2","0","Binding","19380743","axel_ppi"
"SHC1","GRB2","+","Binding","10592173","axel_ppi"
"SHC1","GRB2","0","Binding","8051109","axel_ppi"
"SHC1","GRB2","0","Binding","11505033","axel_ppi"
"SHC1","GRB2","0","Binding","8647288","axel_ppi"
"SHC1","GRB2","0","Binding","9083103","axel_ppi"
"SHC1","GRB2","0","Binding","9541596","axel_ppi"
"SHC1","GRB2","0","Binding","9566877","axel_ppi"
"SHC1","GRB2","0","Binding","18174162","axel_ppi"
"SHC1","GRB2","0","Binding","8294403","axel_ppi"
"SHC1","GRB2","0","Binding","10961885","axel_ppi"
"SHC1","GRB2","0","Binding","11997181","axel_ppi"
"SHC1","GRB2","0","Binding","7717978","axel_ppi"
"SHC1","GRB2","0","Binding","7523859","axel_ppi"
"SHC1","GRB2","0","Binding","8662733","axel_ppi"
"SHC1","GRB2","0","Binding","8195171","axel_ppi"
"SHC1","GRB2","0","Binding","7535773","axel_ppi"
"RHOU","NCK2","0","Binding","18086875","axel_ppi"
"RHOU","NCK2","0","Binding","16752908","axel_ppi"
"VASP","PAK1","0","Binding","16490784","axel_ppi"
"INSR","CRK","0","Binding","15522217","axel_ppi"
"STAT3","SH2B1","0","Binding","24396070","axel_ppi"
"RAPGEF1","FYN","0","Binding","17474147","axel_ppi"
"GRB2","SHC1","0","Binding","9886492","axel_ppi"
"GRB2","SHC1","0","Binding","12577067","axel_ppi"
"GRB2","SHC1","0","Binding","9126968","axel_ppi"
"GRB2","SHC1","0","Binding","7514169","axel_ppi"
"GRB2","SHC1","0","Binding","10080542","axel_ppi"
"GRB2","SHC1","0","Binding","10570290","axel_ppi"
"GRB2","SHC1","0","Binding","8621719","axel_ppi"
"MAPK1","CTTN","0","Binding","22514278","axel_ppi"
"GRB2","SHC1","0","Binding","20697350","axel_ppi"
"CBL","ARHGEF7","0","Binding","14505571","axel_ppi"
"TLN1","ITGB1","0","Binding","21947080","axel_ppi"
"TLN1","ITGB1","0","Binding","11279249","axel_ppi"
"TLN1","ITGB1","0","Binding","12606711","axel_ppi"
"TLN1","ITGB1","0","Binding","7716514","axel_ppi"
"TLN1","ITGB1","0","Binding","3124107","axel_ppi"
"ABL1","SORBS2","0","Binding","12475393","axel_ppi"
"ABL1","SORBS2","0","Binding","18559503","axel_ppi"
"ABL1","SORBS2","0","Binding","18768933","axel_ppi"
"CBL","ARHGEF7","0","Binding","16407834","axel_ppi"
"CBL","ARHGEF7","0","Binding","12935897","axel_ppi"
"CBL","ARHGEF7","0","Binding","22588125","axel_ppi"
"GRB2","SHC1","0","Binding","18273058","axel_ppi"
"GRB2","SHC1","0","Binding","11827484","axel_ppi"
"GRB2","SHC1","0","Binding","8940013","axel_ppi"
"GRB2","SHC1","0","Binding","9175774","axel_ppi"
"GRB2","SHC1","0","Binding","16520382","axel_ppi"
"GRB2","SHC1","0","Binding","9254595","axel_ppi"
"GRB2","SHC1","0","Binding","8939605","axel_ppi"
"GRB2","SHC1","0","Binding","12485888","axel_ppi"
"GRB2","SHC1","0","Binding","9252386","axel_ppi"
"GRB2","SHC1","0","Binding","8524223","axel_ppi"
"GRB2","SHC1","0","Binding","17314098","axel_ppi"
"GRB2","SHC1","0","Binding","8294403","axel_ppi"
"GRB2","SHC1","0","Binding","18174162","axel_ppi"
"GRB2","SHC1","0","Binding","9566877","axel_ppi"
"GRB2","SHC1","0","Binding","1465135","axel_ppi"
"GRB2","SHC1","0","Binding","8114695","axel_ppi"
"GRB2","SHC1","0","Binding","8808684","axel_ppi"
"GRB2","SHC1","0","Binding","11964172","axel_ppi"
"GRB2","SHC1","0","Binding","9434624","axel_ppi"
"GRB2","SHC1","0","Binding","12441060","axel_ppi"
"GRB2","SHC1","0","Binding","7535773","axel_ppi"
"GRB2","SHC1","0","Binding","17673906","axel_ppi"
"GRB2","SHC1","0","Binding","8663178","axel_ppi"
"GRB2","SHC1","0","Binding","9129019","axel_ppi"
"GRB2","SHC1","0","Binding","23178716","axel_ppi"
"GRB2","SHC1","0","Binding","9544989","axel_ppi"
"GRB2","SHC1","0","Binding","7529871","axel_ppi"
"GRB2","SHC1","0","Binding","8995379","axel_ppi"
"GRB2","SHC1","0","Binding","12213123","axel_ppi"
"GRB2","SHC1","0","Binding","15688026","axel_ppi"
"GRB2","SHC1","0","Binding","10749687","axel_ppi"
"GRB2","SHC1","0","Binding","9199344","axel_ppi"
"GRB2","SHC1","0","Binding","15341520","axel_ppi"
"GRB2","SHC1","0","Binding","11782427","axel_ppi"
"GRB2","SHC1","0","Binding","10961885","axel_ppi"
"GRB2","SHC1","0","Binding","11997181","axel_ppi"
"GRB2","SHC1","0","Binding","7717978","axel_ppi"
"GRB2","SHC1","0","Binding","7523859","axel_ppi"
"GRB2","SHC1","0","Binding","15812354","axel_ppi"
"GRB2","SHC1","0","Binding","8662733","axel_ppi"
"GRB2","SHC1","0","Binding","8112292","axel_ppi"
"GRB2","SHC1","0","Binding","16436051","axel_ppi"
"RAC1","PAK1","0","Binding","7493928","axel_ppi"
"RAC1","PAK1","0","Binding","19596003","axel_ppi"
"RAC1","PAK1","0","Binding","15673687","axel_ppi"
"RAC1","PAK1","+","Binding","8107774","axel_ppi"
"RAC1","PAK1","0","Binding","16368433","axel_ppi"
"RAC1","PAK1","0","Binding","9535855","axel_ppi"
"RAC1","PAK1","0","Binding","20936779","axel_ppi"
"RAC1","PAK1","0","direct_interaction","11030651","axel_ppi"
"RAC1","PAK1","0","Binding","18854161","axel_ppi"
"RAC1","PAK1","0","Binding","9148763","axel_ppi"
"RAC1","PAK1","0","Binding","9032259","axel_ppi"
"RAC1","PAK1","0","Binding","10224076","axel_ppi"
"RAC1","PAK1","0","Binding","17245428","axel_ppi"
"RAC1","PAK1","0","Binding","24792722","axel_ppi"
"RAC1","PAK1","0","Binding","16492808","axel_ppi"
"RAC1","PAK1","0","Binding","12123608","axel_ppi"
"RAC1","PAK1","+","Binding","10592173","axel_ppi"
"RAC1","PAK1","0","Binding","25843002","axel_ppi"
"RAC1","PAK1","0","Binding","22117219","axel_ppi"
"RAC1","PAK1","0","Binding","21167153","axel_ppi"
"ITGB7","TLN1","0","Binding","12606711","axel_ppi"
"RAC1","PAK1","0","Binding","21454543","axel_ppi"
"RAC1","PAK1","0","Binding","15075243","axel_ppi"
"RAC1","PAK1","0","Binding","12650940","axel_ppi"
"RAC1","PAK1","0","Binding","16678097","axel_ppi"
"RAC1","PAK1","0","Binding","21474670","axel_ppi"
"RAC1","PAK1","0","Binding","16002993","axel_ppi"
"RAC1","PAK1","0","Binding","12879077","axel_ppi"
"RAC1","PAK1","0","Binding","19327867","axel_ppi"
"RAC1","PAK1","0","Binding","19732720","axel_ppi"
"RAC1","PAK1","0","Binding","19270716","axel_ppi"
"RAC1","PAK1","0","Binding","15688026","axel_ppi"
"RAC1","PAK1","0","Binding","18325335","axel_ppi"
"RAC1","PAK1","0","Binding","11950930","axel_ppi"
"RAC1","PAK1","0","Binding","19893577","axel_ppi"
"PLCG1","SYK","+","phosphorylation","10592173","axel_ppi"
"PLCG1","SYK","+","Phosphorylation","7744830","axel_ppi"
"PLCG1","SYK","0","Binding","8627166","axel_ppi"
"PLCG1","SYK","0","Binding","7831290","axel_ppi"
"ROCK1","RHOA","0","Binding","12773565","axel_ppi"
"ROCK1","RHOA","0","direct_interaction","14660612","axel_ppi"
"ROCK1","RHOA","+","Binding","10592173","axel_ppi"
"ROCK1","RHOA","0","Binding","21281639","axel_ppi"
"ROCK1","RHOA","0","Binding","9535835","axel_ppi"
"ROCK1","RHOA","0","Binding","8816443","axel_ppi"
"AKT1","SORBS2","0","Binding","15784622","axel_ppi"
"ABL1","ABI2","0","Binding","7590236","axel_ppi"
"ABL1","ABI2","0","Binding","17101133","axel_ppi"
"AKT1","PLCG1","0","Binding","16525023","axel_ppi"
"RAC1","ARHGAP5","0","Binding","10873807","axel_ppi"
"ITGB7","PRKCA","0","Binding","10592173","axel_ppi"
"ITGB3","PTK2","0","Binding","11927607","axel_ppi"
"ITGB3","PTK2","0","Binding","9169439","axel_ppi"
"ITGB3","PTK2","+","Binding","10592173","axel_ppi"
"ENG","ITGA5","0","Binding","22940691","axel_ppi"
"PXN","PTPN1","0","Binding","9418872","axel_ppi"
"PIK3CA","SH3KBP1","0","Binding","10921882","axel_ppi"
"ITGB1","CD47","0","Binding","10891456","axel_ppi"
"ITGB1","CD47","0","Binding","10397731","axel_ppi"
"ITGB1","CD47","0","Binding","11264185","axel_ppi"
"ITGB2","ITGAD","0","Binding","8777714","axel_ppi"
"PXN","GRB2","0","Binding","10085298","axel_ppi"
"IRS1","PTPN11","0","Binding","7513703","axel_ppi"
"IRS1","PTPN11","0","Binding","9756938","axel_ppi"
"IRS1","PTPN11","0","Binding","8505282","axel_ppi"
"PTPN12","PXN","0","Binding","10400685","axel_ppi"
"PTPN12","PXN","0","Binding","19167335","axel_ppi"
"ABL1","ABI2","0","Binding","12569093","axel_ppi"
"SORBS1","CASP8","0","Binding","12765336","axel_ppi"
"GAB1","RASA1","0","Binding","15574420","axel_ppi"
"GRB2","PTK2","0","Binding","9148935","axel_ppi"
"GRB2","PTK2","0","Binding","8816475","axel_ppi"
"GRB2","PTK2","0","Binding","21900206","axel_ppi"
"GRB2","PTK2","0","Binding","12558988","axel_ppi"
"PTPN11","GRB2","0","Binding","7523381","axel_ppi"
"PTPN11","GRB2","0","Binding","7522233","axel_ppi"
"PTPN11","GRB2","0","Binding","8959326","axel_ppi"
"PTPN11","GRB2","0","Binding","11602579","axel_ppi"
"PTPN11","GRB2","0","Binding","8978300","axel_ppi"
"PTPN11","GRB2","0","Binding","10212213","axel_ppi"
"PTPN11","GRB2","0","Binding","11432792","axel_ppi"
"PTPN11","GRB2","0","Binding","10747947","axel_ppi"
"PTPN11","GRB2","0","Binding","9632781","axel_ppi"
"PTPN11","GRB2","0","Binding","19380743","axel_ppi"
"PTPN11","GRB2","0","Binding","9361008","axel_ppi"
"PTPN11","GRB2","0","Binding","8041791","axel_ppi"
"PTPN11","GRB2","0","Binding","10592173","axel_ppi"
"GRB2","PTK2","0","Binding","10085298","axel_ppi"
"PTPN11","GRB2","0","Binding","11684012","axel_ppi"
"GRB2","PTK2","0","Binding","10806474","axel_ppi"
"GRB2","PTK2","0","Binding","8649427","axel_ppi"
"GIT1","PXN","0","Binding","16628223","axel_ppi"
"GRB2","PTK2","0","Binding","7597091","axel_ppi"
"GRB2","PTK2","0","Binding","16298995","axel_ppi"
"GRB2","PTK2","0","Binding","12005431","axel_ppi"
"GRB2","PTK2","0","Binding","11119718","axel_ppi"
"GRB2","PTK2","0","Binding","10749687","axel_ppi"
"PTPN11","GRB2","0","Binding","9824671","axel_ppi"
"PTPN11","GRB2","0","Binding","10080542","axel_ppi"
"PTPN11","GRB2","0","Binding","9362449","axel_ppi"
"ZYX","ACTN1","0","Binding","10592173","axel_ppi"
"VASP","PFN1","0","Binding","10882740","axel_ppi"
"PXN","PPP2CA","0","Binding","10675325","axel_ppi"
"PXN","PPP2CA","0","Binding","10985776","axel_ppi"
"CRKL","GRB2","0","Binding","10477741","axel_ppi"
"FYN","PXN","0","Binding","10804218","axel_ppi"
"ABL1","DNM2","0","Binding","17474147","axel_ppi"
"ILK","ITGAV","0","Binding","8538749","axel_ppi"
"RHOA","ACTB","+","Binding","10592173","axel_ppi"
"ZYX","ACTN1","0","Binding","11423549","axel_ppi"
"PTPN11","GRB2","0","Binding","8995399","axel_ppi"
"SRC","ITGB8","+","Binding","10592173","axel_ppi"
"BCAR1","PXN","0","Binding","9418872","axel_ppi"
"BCAR1","PXN","0","Binding","11313252","axel_ppi"
"BCAR1","PXN","0","Binding","8810278","axel_ppi"
"BCAR1","PXN","0","Binding","11577104","axel_ppi"
"CRKL","ITGB1","0","Binding","19168626","axel_ppi"
"CRK","GAB1","0","Binding","19380743","axel_ppi"
"CRK","GAB1","+","Binding","10592173","axel_ppi"
"ABI1","SOS1","0","Binding","10499589","axel_ppi"
"VAV1","ABL1","0","Binding","11790798","axel_ppi"
"VAV1","ABL1","0","Binding","19234221","axel_ppi"
"GRB2","DNM2","0","Binding","19380743","axel_ppi"
"RAC1","VAV1","+","GEF","8990121","axel_ppi"
"RAC1","VAV1","+","GEF","11790798","axel_ppi"
"RAC1","VAV1","0","Binding","10744696","axel_ppi"
"RAC1","VAV1","0","Binding","18511940","axel_ppi"
"RAC1","VAV1","0","Binding","18488041","axel_ppi"
"RAC1","VAV1","0","Binding","11287617","axel_ppi"
"RAC1","VAV1","+","Binding","10592173","axel_ppi"
"SRC","CFL1","0","Binding","19802004","axel_ppi"
"SRC","PALLD","0","Binding","17537434","axel_ppi"
"GRB2","DNM2","0","Binding","15834155","axel_ppi"
"GRB2","DNM2","0","Binding","16696976","axel_ppi"
"PTPN11","STAT3","0","Binding","11594781","axel_ppi"
"CEACAM1","PTPN6","0","Binding","18836450","axel_ppi"
"PTPN1","ITGB3","0","Binding","16115959","axel_ppi"
"ABI1","SRC","0","Binding","20598684","axel_ppi"
"CSK","ITGA9","+","Binding","10592173","axel_ppi"
"SH3KBP1","DNM2","0","Binding","20711168","axel_ppi"
"SH3KBP1","DNM2","0","Binding","20551902","axel_ppi"
"PLCG1","PLD1","0","Binding","19323535","axel_ppi"
"CSK","ITGB6","+","Binding","10592173","axel_ppi"
"LPP","LASP1","0","Binding","22665060","axel_ppi"
"SRC","ASAP2","0","Binding","17474147","axel_ppi"
"SHARPIN","ITGA5","0","Binding","21947080","axel_ppi"
"SOS1","CRK","0","Binding","19380743","axel_ppi"
"SOS1","CRK","0","Binding","8943292","axel_ppi"
"SOS1","CRK","0","Binding","17474147","axel_ppi"
"SOS1","CRK","0","Binding","9591773","axel_ppi"
"NCK2","ABI1","0","Binding","26186194","axel_ppi"
"PPP2CA","PRKCA","_","Binding","10592173","axel_ppi"
"PLCG1","PRKACA","_","Phosphorylation","2479646","axel_ppi"
"SRC","ASAP2","0","Binding","10022920","axel_ppi"
"GRB2","SHC1","0","Binding","8950973","axel_ppi"
"RAC1","PTK2B","+","Binding","10592173","axel_ppi"
"SORBS3","PRKACA","0","Binding","16483316","axel_ppi"
"GRB2","NF2","0","Binding","16405865","axel_ppi"
"VAV2","CBL","0","Binding","20940296","axel_ppi"
"VAV2","CBL","0","Binding","15345594","axel_ppi"
